Index,Date,WnvPresent,NumMosquitos,Trap,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,2007-05-29,0.0,1.0,T002,0.391986343993,0.484888586023,1.69135807046,-0.158949213799,1.65958308974,0.410189577246,0.48122339705,-0.803237147683
1,2007-05-29,0.0,1.0,T002,0.385600508782,0.435051709327,1.71127801888,-0.0894930352612,1.72935865306,0.394413436372,0.559320894991,0.384865179851
2,2007-05-29,0.0,1.0,T007,0.388309401447,0.43657360731,1.69388974355,-0.0717780165663,1.7350905256,0.404870197667,0.55863808692,0.381231998333
3,2007-05-29,0.0,1.0,T015,0.458600479757,0.717538828372,0.916839783402,0.452135008403,1.63083789749,0.463822042906,0.46472471165,-0.839529606413
4,2007-05-29,0.0,4.0,T015,0.452214644546,0.667701951678,0.936759731817,0.521591186943,1.70061346081,0.448045902032,0.542822209591,0.348572721121
5,2007-05-29,0.0,2.0,T045,0.451662985776,0.667552915831,0.937314706114,0.523034098021,1.69980479575,0.449879387527,0.540146662137,0.344226809206
6,2007-05-29,0.0,1.0,T046,0.451954113339,0.672168513797,0.89633241261,0.560654309631,1.69894914203,0.466807061936,0.505215500652,0.297111379497
7,2007-05-29,0.0,1.0,T048,0.458426751026,0.722266463879,0.875772997639,0.491665824721,1.62915931869,0.482609889648,0.427115360695,-0.890932139483
8,2007-05-29,0.0,2.0,T048,0.452040915815,0.672429587184,0.895692946053,0.56112200326,1.698934882,0.466833748773,0.505212858636,0.297170188051
9,2007-05-29,0.0,1.0,T049,0.451933018227,0.67210570062,0.89648603201,0.560542825628,1.69895238016,0.466800488321,0.505216222837,0.297097943134
10,2007-05-29,0.0,1.0,T050,0.457958219832,0.717143104895,0.917989477635,0.453178383276,1.63003485869,0.465624088473,0.462055183208,-0.843902070294
11,2007-05-29,0.0,2.0,T054,0.458309161009,0.721891692394,0.876698727862,0.4909598004,1.62918620439,0.482576668136,0.427116273768,-0.891040278654
12,2007-05-29,0.0,3.0,T054,0.451923325798,0.672054815699,0.896618676276,0.56041597894,1.69896176771,0.466800527262,0.505213771709,0.29706204888
13,2007-05-29,0.0,1.0,T086,0.458986251212,0.723971955333,0.871587246342,0.494758361256,1.62905926183,0.482778751351,0.427101199208,-0.890522448949
14,2007-05-29,0.0,1.0,T086,0.452600416001,0.674135078637,0.891507194756,0.564214539796,1.69883482515,0.467002610477,0.505198697149,0.297579878584
15,2007-05-29,0.0,1.0,T091,0.452077172801,0.672533710976,0.895439722697,0.561300444999,1.69893069227,0.466845579882,0.505211132731,0.29718810569
16,2007-05-29,0.0,3.0,T094,0.38965615193,0.440531242423,1.68423026079,-0.064840845806,1.73490261833,0.405297157889,0.558585351067,0.382018991539
17,2007-05-29,0.0,5.0,T096,0.452159347913,0.667359080962,0.928214387972,0.53286800606,1.70818888844,0.450500935101,0.539559829289,0.346427899915
18,2007-05-29,0.0,1.0,T096,0.476759032724,0.794834973178,0.843844960126,0.477094871405,1.616665975,0.407543703578,0.442908129143,0.343461102128
19,2007-05-29,0.0,1.0,T129,0.646243071434,1.40360106258,-1.39433290865,2.2861996694,1.54899337246,0.618325451164,0.370020428931,-0.997594044429
20,2007-05-29,0.0,2.0,T129,0.639857236223,1.35376418588,-1.37441296024,2.35565584794,1.61876893578,0.60254931029,0.448117926872,0.190508283104
21,2007-05-29,0.0,1.0,T143,0.458833523244,0.714844517841,0.948672238686,0.419241340979,1.63445167188,0.446744108049,0.499071701767,-0.789884285536
22,2007-05-29,0.0,1.0,T148,0.457770184162,0.72032128795,0.880526569778,0.488229732383,1.62925657715,0.482403926348,0.427139080026,-0.891337070706
23,2007-05-29,0.0,1.0,T153,0.448494657031,0.663008142771,0.952515208528,0.510159998782,1.70259764862,0.43974397396,0.54027750199,0.349475181732
