Index,Date,WnvPresent,NumMosquitos,Trap,spray_ind,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,2007-05-29,0.0,1.0,T002,1.0,0.329887060019,0.394528130238,1.81272524837,0.0904150046329,1.32221821742,1.16947831065,0.213575333859,-0.49129722052
1,2007-05-29,0.0,1.0,T002,1.0,0.322452195811,0.342974386058,1.82766235529,0.152085693997,1.32359787183,1.32834974974,0.350497696598,-0.580262468264
2,2007-05-29,0.0,1.0,T007,1.0,0.325149156334,0.34487278583,1.80886243131,0.164037873602,1.32043049026,1.3513542951,0.353996157519,-0.580029944021
3,2007-05-29,0.0,1.0,T015,1.0,0.401314024577,0.653071681539,0.966878859418,0.495057055833,1.16385208006,1.40017182744,0.310264514357,-0.478193870326
4,2007-05-29,0.0,4.0,T015,1.0,0.408303823014,0.614366370131,0.944759981755,0.589873250086,1.23644473927,1.42849852154,0.353564902237,-0.564415112558
5,2007-05-29,0.0,2.0,T045,1.0,0.398020676792,0.605396223364,0.97075122752,0.568263275391,1.18368488759,1.52573766566,0.421507679485,-0.563928491934
6,2007-05-29,0.0,1.0,T046,0.0,0.39414338673,0.608131962996,0.933594280631,0.587377792189,1.16813642865,1.55165489922,0.416790012869,-0.527658758563
7,2007-05-29,0.0,1.0,T048,0.0,0.401670942966,0.659971654865,0.917951399476,0.526021006789,1.16671243763,1.39280192832,0.279837408269,-0.438686430774
8,2007-05-29,0.0,2.0,T048,0.0,0.39904429964,0.61270072161,0.920536511535,0.598740197783,1.19182976031,1.50815845241,0.385552446055,-0.526737010013
9,2007-05-29,0.0,1.0,T049,0.0,0.394120987939,0.608063437767,0.933762736942,0.587304140399,1.16815077546,1.55164198567,0.416791043765,-0.527660208684
10,2007-05-29,0.0,1.0,T050,1.0,0.400555767389,0.65240806329,0.96877803774,0.495323696919,1.15875925955,1.4100188604,0.315566969093,-0.475874290133
11,2007-05-29,0.0,2.0,T054,0.0,0.406349348078,0.663834915089,0.906657474323,0.536556592395,1.1903912956,1.34954238563,0.248881331883,-0.437790355678
12,2007-05-29,0.0,3.0,T054,0.0,0.403722704752,0.616563981834,0.909242586382,0.60927578339,1.21550861828,1.46489890972,0.354596369669,-0.525840934918
13,2007-05-29,0.0,1.0,T086,0.0,0.402272974421,0.661849400173,0.91329251522,0.52813864817,1.16655454003,1.39261932692,0.279416261993,-0.438631110695
14,2007-05-29,0.0,1.0,T086,0.0,0.394838110213,0.610295655993,0.928229622139,0.589809337536,1.16793419444,1.55149076601,0.416338624732,-0.527596358438
15,2007-05-29,0.0,1.0,T091,0.0,0.394273804317,0.608529837334,0.932617510811,0.58780234585,1.16804582373,1.55174653483,0.41679622615,-0.527650822648
16,2007-05-29,0.0,3.0,T094,1.0,0.336185015156,0.357733149276,1.77365747231,0.190618898027,1.3666942697,1.26584620877,0.292038650921,-0.578130416628
17,2007-05-29,0.0,5.0,T096,1.0,0.413087053679,0.618610867695,0.922399391912,0.60953804824,1.26354338542,1.39558589855,0.326477834992,-0.560470199576
18,2007-05-29,0.0,1.0,T096,1.0,0.419778427016,0.731643679568,0.896848224168,0.498929874094,1.13267017585,1.40875635918,0.389126855001,-0.461161975792
19,2007-05-29,0.0,1.0,T129,0.0,0.603840891156,1.41780938731,-1.56385946887,1.71729971152,0.714274458186,2.04412549002,0.571004307944,-0.39119926423
20,2007-05-29,0.0,2.0,T129,0.0,0.60121424783,1.37053845406,-1.56127435681,1.79001890251,0.739391780864,2.15948201412,0.67671934573,-0.479249843469
21,2007-05-29,0.0,1.0,T143,2.0,0.401070683616,0.648508970476,1.00579554801,0.46833421819,1.16125185471,1.41142099927,0.341138921645,-0.514437468606
22,2007-05-29,0.0,1.0,T148,0.0,0.4009757788,0.657853859088,0.923146952445,0.523769503057,1.16721434675,1.39226938448,0.279771534208,-0.43872737083
23,2007-05-29,0.0,1.0,T153,1.0,0.390145757303,0.596502285701,0.998157909992,0.550125254725,1.17250569366,1.54583051058,0.447686340919,-0.56441986462
24,2007-05-29,0.0,1.0,T159,1.0,0.393950526165,0.601753490875,0.971159037331,0.56558052582,1.16839844004,1.57000944836,0.451531724306,-0.564132149373
25,2007-06-05,0.0,3.0,T002,1.0,-4.76048159907,-3.33006598867,0.605687933205,1.05159780996,-1.79810148467,-1.81478284467,1.21042233474,-0.492513913452
